documentid,paymentid,amount,date,vendor_name,vendor_address
00d0606540603,00p0279808410,7.95,2018-12-1,SYARIKAT PENIAGAAN IGN KEE,"NO 290, JALAN AIR PANAS, SEYAPAK, 53200, KUALA LUMPUR."
00d0876844472,00p0280407835,6.68,2018-5-9,UNIHAKKA INTERNATIONAL SDNBHD,"12, JALAN TAMPOI 7/4,KAWASAN PERINDSUTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
00d0859215539,00p0424123137,11.40,2018-3-19,99 SPEED MART S/B,"LOT P.T. 281, JALAN ANG8A, TAMAN BERKELEY 41150 KLANG, SELANGOR 1245-DESA SRI HARTAMAS"
00d0616798510,00p0988638541,42.35,2017-5-5,99 SPEED MART S/B,"LOT P.T. 2811, JALAN ANGSA, TAMNA BERKELEY 41150 KLANG, SELANGOR 1313-SUBANG BESTARI"
00d0834688755,00p0738054413,105.0,2018-3-25,ZEN AND COFFEE 28 S/B,"NO 53, JALAN3/62A, BANDAR MENJALARA, 52200 KUALA LUMPUR."
00d0970540567,00p0409161553,8.290,2018-3-12,UNIHAKKA INTERNATINAL SDN B HD,"12, JALAN TAMPOI7/4,KAWASAN PERINDUSTRIAN TAMPDI,8120 JOHOR BAHRU,JOYHOR"
00d0472913563,00p0472032675,24.40,2018-7-5,WARAKUYA PERRMAS CITY SDN BH,"JALAN PERMAS UTARA 1, PERMAS JAYA 81750 MASAI JOHOR"
00d0541369548,00p0514025092,9.20,2016-2-13,CHEF LEE SND BHD,"LG226, LGF, 1 UTAMA SHOPPING CENTRWE, LEBUH BANDAR UTAMA, 48700 PETALING JAYA."
00d0542157895,00p0303058668,41.0,201-2-27,POPULAR BOOK CO. (M) SDN BHHD,"NO 8, JALNA 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA"
00d0840814576,00p0802584120,110.46,2017-10-17,GARDENIA BAKERIES (KL) SDN BHD,"LOT 3, JWLANPELBAUR 23/1, 40300 SHAH ZALAM, SELANGOR."
00d0524794165,00p0183388167,11.50,2017-10-5,99 SPEED MART S/B,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELAHGOR 1214-JINJANG UTARA"
00d0163078697,00p0467454087,70.21,2017-7-30,GARDENIA BAKERIES (KL) SDN BHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
00d0702637244,00p0103449746,266.10,2018-4-28,AEON CO. (M) BHD," 3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMANMALURI CHERAS, 55100 KUALA LUMPUR"
00d0757881141,00p0890695698,86.8,2018-3-18,SHELL ISNI PETRO TRADING,LOT 2685 JLN GGENTING KLANG 53300 KL SITE 166
00d0271405634,00p0506934592,41.50,2017-5-17,HERO DISRTIBUTION SDN BHD,"4243,CPMPLEKS PERNIAGAAN SRI GAYA, JLN TMN SUBANG JASA 3, 40150 SELANGOR"
00d0582732557,00p0771362066,28.40,2017-9-25,KHIAM AIK CHAN SDN BH D,"NO. 76, JALAN SS15/4B, 47800 SUBANGJAYA, SELAGNOR D.E."
00d0619690945,00p0964178019,165.0,2017-1-2,BEMDE (SP) SEDN BHD,"NO.49, JA LAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SEANGOR D.SE."
00d0174068255,00p0855303858,27.2,2017-10-10,GARDENIA BAKERIES (KL) SON BHD,"LOT 3, JALAN PELABUR 23/1, 50300 SHAH ALAM, SELANGOR."
00d0678037496,00p0788384537,109.678,2016-10-200,EDEN IMPRESSION SDN BHD,"LOT NO : 20, LEVEL UG1, PUBLIKA SOLARIS DUTAMAS. NO 1, JALAN DUTZMAS, 50480 KL"
00d0365513088,00p0883512229,8.20,2018-3-30,UNIHAKKA INTERNATIONALSDN BHD,"122, JALAN TAMPOI 7/4, KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
00d0937018331,00p0646308480,8.70,2017-6-11,ASNYU STATIONERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM"
00d0103738916,00p0636193889,367.10,2018-12-2,SUPER SEVEN CASH & CARY S DN BHD,"NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULOH SEKSYEN U3 SHAHALAM, 401590"
00d0318453525,00p0562419420,118.90,2018-8-4,THE TOAST F&H SDNN BH,LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750 JOHOR BAHRUJOHOR
00d0382500008,00p0293704325,30.5,2017-1-4,SEGI CASH & CARRY SDN.BHD,"PT17920, SEKSYEN U9, 40150 SHAH ALAM, SELANGOR DA RUL EHSAN."
00d0981274700,00p0420085674,21.0,2018-12-1,POPULAR BOK CO. (M) SDN BHD,"NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA"
00d0452553939,00p0385852893,8.20,2018-5-16,UNIHAKKA INTERNATIONLA SDN BHD,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,82100 JOHOR BAHRU,JOHOR"
00d0395061839,00p0993130244,2.80,2017-4-2,THAI DELICIOUS RESTAURANT,"NO.22 JALAN PUTERI 2/4 BANDAR PUTERI 47100 PUCHONG, S ELANGOR"
00d0353042107,00p0518246402,616.60,2017-9-30,PINGHWAI TRADING SDN BHD,"NO.2, JALAN METRO PERDANA TIMUR 11, KEPONG ENTERPRENUERS PARK, OFF JALAN KEPONG, 52100 KUALA LUMPUR."
00d0841330621,00p0252172127,3.50,2018-6-2,SINNATHAMBY HOLDINGS SDN. BHD.,"NO.17, 18 & 41, JALANBESAR, 39100 BRINCHANG, CAMERON HIGHLANDS, PAHANG"
00d0652046562,00p0109003671,3.90,2017-11-24,MR. D.I.Y. SDN BHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 4330 SERI KEMBANGAN, SELANGOR"
00d0820736669,00p0507129961,1.73,2017-9-29,G ARDENIA BAKERIES (IL) SDN BHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
00d0935702550,00p0387495183,35.40,2018-3-20,BAIFFU (M) SD N BHD,"DAISO JAPA N, IOJI MALL"
00d0388919382,00p0617515870,8.70,2017-10-20,SANHU STATIONERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,UU13/X 40170 8ETIA ALAM"
00d0294263018,00p0429221934,4.8,2018-1-3,POPULAR BOOK CO. (M) SDN BHD,"NO 8. JJALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA"
00d0742987288,00p0400394402,35.99,2017-5-22,SANYU STATIONERY SHOP,"NO. 31TG&33G, JALAN SETIA NIDAH X ,U13/X 40170 SETIA ALAM"
00d0910676977,00p0782144057,189.75,2018-3-30,OWNER BY CASTLE BLUE S/B,"AVTIVO PLAZA,LOT B-F-11, BLOCK B NPO1.JALAN PJU 9/1,D'SARA AVEVUE BANDZR SRI D'SARA, 5200 KL"
00d0571602960,00p0994116372,7.20,2018-4-27,DOMINO'SPIZZA,"DOMINO' S PIZZA PERMAS JAYA NO.12, JALAN PERMAS JAYA 10, BANDAR BARU PERMAS JAYA, 81750 MASAI JOHOR"
00d0645069761,00p0852750667,94.0,2017-4-25,YOBNG CEN ENT ERBRISE,"9, JALAN SUBANG JASA 3, 40150 SHAH ALAM, SELANGOR."
00d0958758313,00p0895577942,142.0,2017-11-1,SKCA HARDWARE & TIMBER SDN. PHD.,"LOT 204 & 205, JALAN BATU 12 1/4, KG. DUSUN NANDING, 43100 HULU LANGAT, SELANGOR DARUL EHSAN."
00d0747284670,00p0910939886,64.15,2018-5-3,TASTE OF THE WORLD SDN BHD,"LOT 38, 39 101 BOJLEVARD, JALAN KENARI 5, BANDAR PUCHONG AJYA, 47170 PUCHONG, SELANGOR"
00d0711624382,00p0641491038,48.15,2018-3-21,ZAWIAJAYA FOOD N BEVERAGE SDN BHD,"106-107, LEVEL 1 THE MINESMALL SERDANG SRI KEMBANGAN, 43300 SELANGOR DARUL EHSAN."
00d0989858817,00p0641796093,31.80,2016-1-21,99 SPEED MRAT S/B,"LOT P.T. 2811, JALAN ANGSA, TAMAN BETRRKELEY 41150 KLANG, SELANGOR 1558-TMN PUSAT KEPONG"
00d0770154989,00p0195843433,75.90,2017-12-22,HOME MASTER HAFWARE & ELECTTRICAL,"NO.113G & 115G, JALAN SETIA 6EMBILANG U13/BG BANDAR SEETIA ALAM, 40170 BANDAR SETIA ALAM, SELANGOR."
00d0240488407,00p0131909306,34.80,2018-4-19,MR. D.I.Y. (M) SDN BHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWAASN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
00d0542653551,00p0827668044,320.0,2018-3-28,SWC ENTERPRISE SDN BHD,"5-7, JALAN MAHAGONI 7/1 SEKSYEN 4,BANDAR UTAMA, 44300 BATANG KALI, SELANGOR"
00d0314913072,00p0836975289,19.20,2017-9-2,KING'S CON7ECTIONERY S/B,"NO. 20-A1, JALAAN SS6/3, KELANA JAYA, 47301 PETALING JAYA SELANGOR D.E."
00d0608126101,00p0573117974,25.60,2018-4-17,DOMNIO'S PIZ7A,"NO.12, JALAN PERMAS MJAYA 10, BANDAR BARU PERMAS JAYA, 81750 MASAI JOHOR"
00d0307106203,00p0270253424,27.45,2017-7-2,99 SPEED MZRRT S/B,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR"
00d0108922007,00p0714257649,80.890,2018-22-25,YNOGFATT ENTERPRISE,NO 122.124. JALAN DEDAP13 8110 JOHOR BAHRU
00d0774260218,00p0560869902,72.93,2018-3-24,PAPPARICH BMC,"JALAN TEMENGGUNG 23/9 BANDAR MAHKOTA CHERAS 43200 SELNGOR DARUL EHSAN, MALSAYSIA"
00d0560446704,00p0231899318,22.295,2017-4-22,B & BEST RESTAURANNT,"NO.12,JALAN S4C/5,PETALING JWYA SELANGOR DARUL EHSAN"
00d0513207673,00p0809881051,13.0,2018-3-20,CARREFOUR R ESTAURANT,"18,JALAN PEMRAS 10/7BANDSR BARU PERMAS JAYA, MASAI,JOHOR"
00d0805870344,00p0889333691,27.85,7016-5-19,ANEKA INTERTRADE MARKETINTG SDN BHD,"LOT NO2, JQLAN UTARID U5/13, SEKSYEN U5, 40150 SNAH ALAM, SELANGOR DARUL EHSAN , MALAYSIA"
00d0734493835,00p0762435669,465.34,2017-12-28,SYARIKAT PERNUIAGAAN GIN KE,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
00d0752976763,00p0271420907,64.70,2016-8-1,NMR. D.I.Y. (M) SDN BHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
00d0390492165,00p0555344640,12.15,2017-3-31,OLIVE9 PHAERMACY SDN BHD,"69 JALAN NOVA U5/N, SEKSYEN U5 SUBANG BE"
00d0313212291,00p0950169186,28.20,2016-7-24,GOLDEN ARCHES RESTAURANTS SDN BHD,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, ALAN SS21/39,47 400 PETALING JAYA SELANGOR"
00d0464021737,00p0839804306,50.45,2017-6-4,SEGI CASH & CARRY S0N. BHD.,"PT17920 SEK U9, SHAH ALLAM"
00d0379996414,00p0916561368,8.7,2018-3-19,UNIHAKKA INTERNATIONAL SDN BHD,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
00d0677299556,00p0504275506,177.290,2016-11-5,99 SOEED MART S/B,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANOR 1605-TMN SRI BINTANG"
00d0735262766,00p0955811695,6.0,2017-12-29,LIM SENG THO HRDWARE TRADING,"NO 7, SIMPANG OFF BATU VILLAGE, JALAN OIPOH BATU 5, 51200 KUALA LUMPUR MALAYSIA"
00d0649375713,00p0404607823,35.0,2018-7-4,DI  GHUAN YA RES7AURANT,"5,JALAN PERMAS 10/5, BANDAR BARULERMAS JAYA, 81750 JOHOR BAHRU,JOHOR"
00d0259552507,00p0876493998,772.0,7017-1-5,S&Y STATIONER Y,"NO.36G JALAN BULAN BM U5/BM, BANDAR PIGGIRAN 8UBANG, SEKSYEN U5, 40150 SHAH ALAM, SEALNGOR."
00d0551541808,00p0624888606,33.90,2019-12-1,MR SD.I.Y. (JOOR) SDN BHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (MR DIY TESCO TEBAU)"
00d0178827407,00p0695964547,65.55,2018-3-31,MIZU MENTAK  SDDN. BH.,"NO: 1-&2 GROUND FLOOR, JLN TEMENGGUNG 13/9, 43200 CHERAS SELANGOR"
00d0810901932,00p0509459899,14.80,2017-1-19,FIVE STAR CASH & CAFRY,"G.23 & G.22, P LAZA SERI SETIA, NO.1 JALAN SS 9/1, 4730o PJ, SELANGOR."
00d0189067460,00p0596673034,12.60,2018-11-4,DOOMINO'SPIZZA,"NO.12, JALAN PERMAS JAYA 10, BANDAR BARU PEMRASJAYA, 817450 MASAI JOHOR"
00d0928411057,00p0762203108,32.7,2017-12-22,ASIAMAART,"NO.23 BATU 10, TWMAN SENTOSA, JALAN KAPAR, 42200 KLANG, SELANGOR."
00d0921867955,00p0875454804,34.8,2018-4-19,MR. DD.I.Y. ( M) SDN BHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 4300 SERI KEMBANGAN, SELANGOR"
00d0394931168,00p0388685152,99.0,2018-3-21,L TWO FLORIST & HANDICRAFT,"NO.49, JALAN MAHAGONI 7/2, SEKSYEN 44 BANDAR UTAMA, 44300 BAT ANG KALI, SELANGOR."
00d0665595833,00p0442232140,15.90,2016-5-12,99 SPEED MART S/B,"LOT P.T. 2811, JALAN AGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1558-TMN PUSAT KEPONG"
00d0647759775,00p0370958880,66.0,2017-9-30,ANN GIAP TRADING SDN BHD,"NO. 135, JALAN ANGI, 4350 SEMENYIH, SELA NGOR"
00d0437873955,00p0249633338,190.0,2018-10-3,32 PUB & BISTRO OWN BY CNU TRADING,"78G, JALAN SS1/62, DAMANSARA UTAMA, 4740 LETALING JAYA."
00d0743614936,00p0696355437,599.45,2018-3-14,BEYOND BROTHERS HARDWARE,"LOT 1-0-2, JLN 1/50, DIAMONDSQUARE, OFF JLN GOMBAK 53000 KUALA LUPUR"
00d0241023069,00p0717799799,122.80,2018-1-4,AEON CO. ( M) BHD,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR"
00d0997573916,00p0143469507,635.0,2017-4-15,BEEMD (SP) SDN. BHHSD.,"NO.48, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E."
00d0982931302,00p0325169479,12.40,2016-9-18,SANYU STATIONERY SHO,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40172 SETIA ALAM"
00d0635477367,00p0416321210,38.80,2018-3-28,MR. D.II.Y. (M) SDN BHD,"LOT 1851-A & 1851-B, JALAN KPB 6 , KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, 5EANGOR"
00d0944630849,00p0231208959,4.20,2018-3-23,SW ENTERPRISE SDN BHD,"5-7, JALAN MAHAGONI 7/1 SEKSYEN 4, BANDAR UTAMA, 44300 BATANG KALI, SELANGOOR"
00d0863890590,00p0633515158,13.190,2018-11-3,YHM AEON TEBRAU CITY,"S117, SECOND FLOOR, AEON TERBAU CITY, 1, JALAN DESA TEBRAU, TAMAN DESA TEBRAU, 81100 JOHOR BAHRU, JOHOE."
00d0407044350,00p0936300037,26.80,2017-9-30,GARDENIA BAKERIES (KL) SDNBHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAJM, SELANGOR."
00d0572439292,00p0727023588,28.0,2018-3-26,MR. D.I.Y. (M) SDN BHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KQAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
00d0369571763,00p0638023666,19.40,2017-9-21,HLNHWA HARDWARE TRADING,"NO 37, JALAN MANIS 7, TAMAN SEGAR, 5610 CHERAS, KUALA LUMPUR."
00d0801912850,00p0232599961,1008.50,2017-9-23,PINGHWAI TRADING SDN BHD,"NO.2, JALAN METRO PERDANA TIMUR 11, KEPONG ENTERPRENUERS PARK, OFF JAIAM KEPONG, 52100 KUALA LUMUPR."
00d0504725741,00p0750921508,109.70,2018-6-2,SINNATHAMBY HOLDINGS SDN. BHD.,"NO.17,18 & 41,JALAN BESAR,39100 BRINCHANG, CAMERON HIGHLANDS, PAHANG"
00d0243046961,00p0561436417,9.65,2018-3-29,POPULAR BOOK CO. (M) SDN BHHD,"NO 8, JALAN 7/118, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA"
00d0992954979,00p0728351320,8.90,2018-5-14,UNIHAKKA INTERNATIONAL SDN BHD,"12, JAL AN TAMPOI 7/4,KAWASAN PEFRINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
00d0632354255,00p0971567537,15.90,2017-9-19,MR.D.I.Y(M)SDN BHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43301 SERI KEMBANGAN, SELA NGOR"
00d0890929577,00p0289353585,46.55,2018-4-20,AEON CO. (M) BHD,"3RD FLR, AEON TAMAN MLAURI SC JLN JEJAKA, TAMAN MALUI CHERAS, 55100 KUALA LUMPUR"
00d0685059326,00p0361138446,122.60,2017-1-5,SGEI CASH & CAFRYSDN.BH0,"PT17920, 8EKSYEN U9, 40150 SHAH ALAM, SELANGOR DARUL EHSAN."
00d0326687304,00p0621923085,46.90,2017-12-28,SANYU STATIONERY SHOP,"NO. 31G&3G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM"
00d0831136284,00p0786293614,84.0,2018-2-2,SLF CASH & CARRY,"NO.15, JLN TSJ2,TMN SUBANG JASA,OFF JLN BT 3 SUBANG, 40000 SHAH ALAM, SL."
00d0489061247,00p0452297819,887.10,2018-5-14,UROKO JAPNESE CUISINE SDN BHD,"22A-1, MALAN 17/54, SECTION 17, 46400 PETALING JAYA, SELANGOR."
00d0377951457,00p0693154757,7.60,2018-3-25,TRIPLE SIX POINT EMTERPRISE 666,NO 14 & 16 JALAN PERMAS 4/3 BANDATR BARU PERMAS JAY
00d0123031653,00p0869978345,47.4,2017-10-2,B & BEDTRESTAURANT,"NO.12, JALAN SS4C/5,PETALING JAYA ZSELANGOR DARUL EHSAN"
00d0790157720,00p0511443222,59.54,2017-12-10,GARDENIA BAKEIES (KL) SDN BHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
00d0744539202,00p0889335105,20.80,2017-5-21,99 SPEED MART S/B,"LOT P.T. 2812, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1032-SUBANG PERDANA"
00d0854345015,00p0667627855,78.10,2017-11-8,SUBAGNHEALTHCARE S DN BHD,"B-8, JALAN SS15/4D, 47500 SUBNG JAYA, SELANGOR"
00d0500564944,00p0311923570,38.0,2018-44-27,MR. D.O.Y. (M) SDN BHD,"LOT 1851-A & 1851-B, JQALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
00d0764855917,00p0249107251,73.0,2017-12-20,LIGHTROOM GALERY SDN BHD,"NO: 28,JALAN ASTANA 1C, BANDAR BUKIT RAJA, 41050 KLANG SELANGOR D.E, MALZYSIA"
00d0180967427,00p0307599222,28.5,2017-6-22,SUPER.SEVEN CASH & CARRY 8DN BHD,"NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULOH SEKSYEN U3 SHAH ALAM,40150"
00d0585896483,00p0958413370,94.19,2017-7-27,GARDENIA BAKERIES (KL)SDN BHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
00d0185599105,00p0662381841,21.0,2016-1-25,MR. D.I.Y. (M) SDN BHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
00d0443910003,00p0818070712,9.90,2018-5-2,POPULAR BOOK CO. (M) SDN BHD,"NO 8, JAALN 7/118B, DESA TUN RAZAK 560 0 KUALA LUMPUR, MALAYSIA"
00d0453904564,00p0646567455,68.63,2017-10-19,GADRENA BAKER IES (KL) SDN BHD,"LOT 3, JALAN PELABUR 23/1, U03 00 SHAH ALAM, SELANGOR."
00d0952509602,00p0109499612,21.0,2018-4-3,GUARDIAN HEALTH AND BEAAUTY SDNBHD,GUARDIAN GIANT BREM MALL G-19 LEVEL G BREM MALL
00d0319760858,00p0438543906,32.30,2018-9-3,PERNiAGAAN ZHENG HUI,NO.59 JALAN PERMAS 9/5 BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU
00d0255697730,00p0475339788,15.15,2018-6-5,THE MARCO POLO KITCH BUKIT INDAH,"NO 35,JALAN INDA H 15/2,BUKIT INDAH 81200 JHOOR BAHRU,JKOHOR"
00d0603631647,00p0223923104,1.0,2017-4-30,AMANO MALAYSIA SDN BHD,12 JALAN PENGCAARA U1/48 TEMASYA INDUSTRIAL PARK 40150 SHAH ALAM SELANGOR
00d0827595193,00p0489193866,60.95,2018-3-2,SYARIKAT LERNIAGAAN GNI KEE,"NO 290, JALAN AIR APNAS, SEGTAPAK, 53200, KUALA LUMPUR."
00d0694169739,00p0604164531,21.0,2018-11-5,THE TOAST F&B SDBN BHD,LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERM AS 81750 JOHOR BAHRU JOHOR
00d0976342068,00p0554027220,85.54,2081-2-26,PETTRODELI ENT ERPRISE,"LOT 485, TMN LEMBAH KERAMAT JLN ULU KELANG,  54200 KUALA LUMPUR"
00d0592371977,00p0215754407,63.69,2018-5-2,BBEYOND BROTHERS HATRDWARE,"LOT 1-0-2, JLN 1/50, DIAMOND SQUARE, OFF JLN GOMBAK 53000 KUALS LUMPUR"
00d0483826961,00p0157391310,159.0,2018-3-30,LIAN HING STATUIONERY SDN BHD,"NO.32 & 33, JALAN SR 1/9, SEKSYEN 9, TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN, SELANGOR DARUL EHSAN"
00d0139642641,00p0130376055,9.70,2018-5-30,UNIHAKKA INTERNATIONAL SDNN BHD,"12, ALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200JOHOR BAHUR,JOHOR"
00d0238897436,00p0867219243,100.0,2018-12-1,PRINT EXPERT SDN BBHD,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40900 SHAH ALAM, SELANGOR"
00d0334664099,00p0791836213,53.6690,2018-3-18,LITTLE CRAVINSG SDN BHD,"HQ: 7, JLN SS21/34, 47400 PJ"
00d0752144290,00p0276425172,3.0,2018-9-4,KMF FUODICIOUS SDNN BHD,"NO. 9-G, JALAN PERUBATAN 2, PANDAN INDAH, 55100 KUALA LUMPUR."
00d0608566104,00p0842178859,8.70,217-44-18,SANYU STATIONERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM"
00d0198786728,00p0254486012,9.0,2018-1-25,FUYII MN I MARKET,"NO 43-45-47G, TAMAN SEJATI, IJOK, 4600 BESTARI JAYA, KUALA SELANGOR."
00d0490682838,00p0914671669,4.50,2017-6-7,SANYU STATIONERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM"
00d0892499515,00p0572279092,2.20,2018-1-3,C W KHOI HARDWARE SDN BHD,"NO.50,JALAN PBS 14/11, KAWASAN PERINDUSTRIAN BUKIT SERDANG,"
00d0758726468,00p0984202364,21.20,2018-3-2,SLF CASH & CRRY,"NO. 15. JLN TSJ2,TMN SUVBANG JASA, OFF JLN BT 3 UBANG. 40000 SHAH ALAM. SEL."
00d0495694280,00p0167864815,5.80,2017-7-24,SANYU STAT IONERYSHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 0170 SETIA ALAM"
00d0627668053,00p0238870910,5.75,2018-4-18,AEON CO. (M) BGD,"3RD FLR, AEON TMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 51020 KKUALA LUMPUR"
